Species,Country_of_Origin,Harvest_Year,Color,Processing_Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean_Cup,Sweetness,Cupper_Points,Total_Cup_Points,Color_standardized,Quality_Category,Quality_Label,Taste_Categories,Category_Aromatic,Category_Complex,Category_Full-bodied,Category_High Quality,Category_Lingering,Category_Low Quality,Category_Medium Quality,Category_Smooth,Category_Sour,Category_Sweet
Arabica,United States,2014,unknown,Washed / Wet,8.08,8.67,8.33,8.42,8.0,8.08,10.0,10.0,10.0,8.33,87.92,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,United States (Hawaii),2009-2010,unknown,Unknown,8.33,8.42,8.08,8.25,8.25,8.0,10.0,10.0,10.0,8.58,87.92,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Ethiopia,2010,unknown,Unknown,8.25,8.33,8.5,8.25,8.58,8.75,9.33,10.0,9.33,8.5,87.83,unknown,1,High Quality,"['Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,0
Arabica,United States,2014,unknown,Washed / Wet,8.0,8.5,8.58,8.17,8.17,8.0,10.0,10.0,10.0,8.17,87.58,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Indonesia,Unknown,unknown,Unknown,8.33,8.25,7.83,7.75,8.5,8.42,10.0,10.0,10.0,8.33,87.42,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Ethiopia,2009-2010,unknown,Unknown,8.17,8.33,8.25,8.33,8.42,8.33,9.33,10.0,9.33,8.83,87.33,unknown,1,High Quality,"['Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,0
Arabica,China,2015,green,Washed / Wet,8.42,8.25,8.08,8.17,7.92,8.0,10.0,10.0,10.0,8.42,87.25,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Ethiopia,2014,unknown,Natural / Dry,8.17,8.17,8.0,8.17,8.08,8.33,10.0,10.0,10.0,8.33,87.25,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,United States,2014,unknown,Washed / Wet,8.0,8.25,8.08,8.5,8.25,8.0,10.0,10.0,10.0,8.17,87.25,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Costa Rica,2014,green,Washed / Wet,8.08,8.25,8.0,8.17,8.0,8.33,10.0,10.0,10.0,8.33,87.17,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Mexico,2012,green,Washed / Wet,8.17,8.25,8.17,8.0,7.83,8.17,10.0,10.0,10.0,8.58,87.17,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,United States,2014,unknown,Washed / Wet,8.25,8.33,8.17,8.17,7.83,8.17,10.0,10.0,10.0,8.17,87.08,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Ethiopia,2013,blue-green,Natural / Dry,8.42,8.17,7.92,8.17,8.33,8.0,10.0,10.0,10.0,8.08,87.08,blue-green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Brazil,2011,green,Natural / Dry,8.5,8.5,8.0,8.0,8.0,8.0,10.0,10.0,10.0,7.92,86.92,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Ethiopia,2009-2010,unknown,Unknown,7.83,8.25,8.08,8.17,8.17,8.17,10.0,10.0,10.0,8.25,86.92,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Uganda,2013,green,Washed / Wet,8.42,8.17,8.17,8.17,7.83,7.92,10.0,10.0,10.0,8.17,86.83,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Honduras,2016,green,Unknown,8.17,8.08,8.08,8.0,8.08,8.0,10.0,10.0,10.0,8.25,86.67,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Taiwan,2015,green,Pulped natural / honey,8.0,8.0,8.0,8.25,8.0,8.17,10.0,10.0,10.0,8.17,86.58,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Nicaragua,Unknown,unknown,Unknown,7.92,8.25,8.0,8.33,8.0,8.08,10.0,10.0,10.0,8.0,86.58,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Tanzania,2012,blue-green,Natural / Dry,8.42,8.17,8.17,8.0,7.58,8.0,10.0,10.0,10.0,8.17,86.5,blue-green,1,High Quality,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,0,1,1,0,0,0,1,1
Arabica,Brazil,2011,green,Natural / Dry,8.5,8.17,8.0,7.75,8.0,8.0,10.0,10.0,10.0,8.0,86.42,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Costa Rica,2015-2016,blue-green,Washed / Wet,8.17,7.83,8.0,8.08,7.83,8.0,10.0,10.0,10.0,8.42,86.33,blue-green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Ethiopia,2014,green,Natural / Dry,8.0,8.08,7.92,8.0,8.08,8.08,10.0,10.0,10.0,8.08,86.25,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Kenya,2013,blue-green,Washed / Wet,8.08,8.0,8.0,8.25,7.92,7.92,10.0,10.0,10.0,8.08,86.25,blue-green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,United States (Hawaii),2012,unknown,Natural / Dry,8.08,8.17,8.0,7.92,7.92,7.83,10.0,10.0,10.0,8.33,86.25,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,United States (Hawaii),2010,unknown,Unknown,8.25,8.42,8.08,7.75,7.67,7.83,10.0,10.0,10.0,8.25,86.25,unknown,1,High Quality,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,0,1,1,0,0,0,1,1
Arabica,Ethiopia,2009-2010,unknown,Unknown,7.92,7.75,8.08,8.08,8.08,8.17,10.0,10.0,10.0,8.17,86.25,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,United States,2014,unknown,Washed / Wet,7.67,8.17,8.0,8.0,8.17,8.08,10.0,10.0,10.0,8.08,86.17,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Complex', 'High Quality']",0,1,1,1,1,0,0,0,1,1
Arabica,Thailand,2012,green,Washed / Wet,7.83,8.33,7.83,8.25,7.58,7.92,10.0,10.0,10.0,8.42,86.17,green,1,High Quality,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,0,1,1,0,0,0,1,1
Arabica,Brazil,2010,unknown,Unknown,8.17,7.92,7.92,7.75,8.33,8.0,10.0,10.0,10.0,8.08,86.17,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Brazil,2010,unknown,Unknown,8.42,7.92,8.0,7.75,7.92,8.0,10.0,10.0,10.0,8.17,86.17,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Taiwan,2015,green,Semi-washed / Semi-pulped,8.08,8.17,7.75,8.08,7.75,7.83,10.0,10.0,10.0,8.42,86.08,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Kenya,2014,blue-green,Natural / Dry,8.08,8.08,8.0,8.0,7.83,8.08,10.0,10.0,10.0,8.0,86.08,blue-green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Brazil,2011,blue-green,Semi-washed / Semi-pulped,8.33,8.0,8.0,8.0,7.75,8.0,10.0,10.0,10.0,8.0,86.08,blue-green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Uganda,2014,unknown,Semi-washed / Semi-pulped,8.08,8.08,7.83,7.92,8.08,7.92,10.0,10.0,10.0,8.08,86.0,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Colombia,2013,green,Washed / Wet,7.75,7.92,7.83,8.08,8.08,8.17,10.0,10.0,10.0,8.17,86.0,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Kenya,2013,green,Washed / Wet,7.92,8.17,7.83,8.5,7.5,7.92,10.0,10.0,10.0,8.17,86.0,green,1,High Quality,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,0,1,1,0,0,0,1,1
Arabica,Uganda,2012,blue-green,Washed / Wet,8.25,8.0,7.83,8.08,8.0,7.92,10.0,10.0,10.0,7.92,86.0,blue-green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Ethiopia,2009-2010,unknown,Unknown,7.75,8.08,8.0,8.25,8.0,8.0,10.0,10.0,10.0,7.92,86.0,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,United States (Hawaii),2009,unknown,Unknown,8.33,8.17,7.75,8.0,7.75,7.83,10.0,10.0,10.0,8.17,86.0,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Guatemala,2016,green,Washed / Wet,7.92,8.08,7.92,8.08,8.08,7.83,10.0,10.0,10.0,8.0,85.92,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Uganda,2013,green,Natural / Dry,8.17,8.17,7.92,8.08,7.83,7.75,10.0,10.0,10.0,8.0,85.92,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Colombia,2013,blue-green,Washed / Wet,8.0,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,7.92,85.92,blue-green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Panama,2017,blue-green,Washed / Wet,8.0,8.0,7.92,8.08,7.83,8.0,10.0,10.0,10.0,8.0,85.83,blue-green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Ethiopia,2014,green,Washed / Wet,7.83,8.08,7.92,8.08,8.0,7.92,10.0,10.0,10.0,8.0,85.83,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Guatemala,2012,green,Washed / Wet,7.83,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,8.0,85.83,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Guatemala,2012,blue-green,Washed / Wet,8.0,8.0,7.83,8.33,7.83,7.83,10.0,10.0,10.0,8.0,85.83,blue-green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Ethiopia,2017,unknown,Natural / Dry,7.83,8.0,7.83,8.17,7.92,8.0,10.0,10.0,10.0,8.0,85.75,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Peru,2013,green,Washed / Wet,8.0,8.0,8.0,8.08,7.92,7.75,10.0,10.0,10.0,8.0,85.75,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Papua New Guinea,2012,blue-green,Washed / Wet,8.33,8.42,7.83,8.33,8.0,8.25,9.33,9.33,10.0,7.92,85.75,blue-green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,El Salvador,2013,blue-green,Washed / Wet,7.92,8.17,8.0,7.92,7.75,7.83,10.0,10.0,10.0,8.0,85.58,blue-green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,El Salvador,2012,unknown,Semi-washed / Semi-pulped,7.83,8.0,8.0,7.75,7.92,8.17,10.0,10.0,10.0,7.92,85.58,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,United States (Hawaii),2012,unknown,Natural / Dry,7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,10.0,8.0,85.58,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Panama,2014,unknown,Natural / Dry,8.0,7.75,7.83,7.83,7.67,8.58,10.0,10.0,10.0,7.83,85.5,unknown,1,High Quality,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,0,1,1,0,0,0,1,1
Arabica,Kenya,2014,green,Natural / Dry,7.92,7.92,7.83,8.08,7.83,7.92,10.0,10.0,10.0,8.0,85.5,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Ethiopia,2015,green,Natural / Dry,7.83,8.0,7.83,7.92,7.83,8.08,10.0,10.0,10.0,8.0,85.5,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Uganda,2013,green,Washed / Wet,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,8.08,85.5,green,1,High Quality,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,0,1,1,0,0,0,1,1
Arabica,Guatemala,2013,green,Washed / Wet,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,7.83,85.5,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Ethiopia,2015,green,Washed / Wet,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,8.08,85.42,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Uganda,2013,green,Washed / Wet,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,8.0,85.42,green,1,High Quality,"['Sweet', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,0,1
Arabica,United States (Hawaii),2012,unknown,Natural / Dry,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,8.25,85.42,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Brazil,2011,blue-green,Semi-washed / Semi-pulped,8.0,8.0,8.0,7.67,7.75,8.0,10.0,10.0,10.0,8.0,85.42,blue-green,1,High Quality,"['Sweet', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,0,1
Arabica,El Salvador,2009-2010,unknown,Unknown,8.08,7.83,7.83,8.08,7.83,7.83,10.0,10.0,10.0,7.92,85.42,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,China,2015,green,Natural / Dry,8.0,8.0,8.0,7.83,7.83,7.75,10.0,10.0,10.0,7.92,85.33,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Guatemala,2014,green,Natural / Dry,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,7.83,85.33,green,1,High Quality,"['Sweet', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,0,1
Arabica,Costa Rica,2014,blue-green,Washed / Wet,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,8.0,85.33,blue-green,1,High Quality,"['Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,0
Arabica,Costa Rica,2014,blue-green,Washed / Wet,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,7.92,85.33,blue-green,1,High Quality,"['Sweet', 'Full-bodied', 'Aromatic', 'High Quality']",1,0,1,1,0,0,0,0,0,1
Arabica,Kenya,2012,green,Washed / Wet,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,7.92,85.33,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Kenya,2012,green,Washed / Wet,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,7.83,85.33,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Ethiopia,2009-2010,unknown,Unknown,7.83,7.83,7.92,8.08,7.75,7.83,10.0,10.0,10.0,8.08,85.33,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Ethiopia,2009-2010,unknown,Unknown,7.92,7.83,7.75,8.33,7.75,7.75,10.0,10.0,10.0,8.0,85.33,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Guatemala,2016,green,Unknown,8.0,7.92,7.75,8.0,7.92,7.83,10.0,10.0,10.0,7.83,85.25,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Colombia,2015,green,Washed / Wet,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,7.92,85.25,green,1,High Quality,"['Sweet', 'Sour', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,0,1,1,0,0,0,1,1
Arabica,Colombia,2014,green,Natural / Dry,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,7.92,85.25,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Complex', 'High Quality']",0,1,1,1,1,0,0,0,1,1
Arabica,Indonesia,2012,green,Semi-washed / Semi-pulped,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,8.0,85.17,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Guatemala,2012,unknown,Washed / Wet,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,7.92,85.17,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Lingering', 'Aromatic', 'Complex', 'High Quality']",1,1,1,1,1,0,0,0,1,1
Arabica,Ethiopia,2016,green,Natural / Dry,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,7.83,85.08,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic', 'High Quality']",1,0,1,1,0,0,0,0,1,1
Arabica,Colombia,2015,unknown,Natural / Dry,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,7.67,85.08,unknown,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic', 'High Quality']",1,0,1,1,0,0,0,0,1,1
Arabica,Ethiopia,2014,green,Natural / Dry,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,8.08,85.08,green,1,High Quality,"['Sweet', 'Sour', 'Full-bodied', 'Aromatic', 'High Quality']",1,0,1,1,0,0,0,0,1,1
